Sample Name,Analysis Name,Mineral phase,Context,Unit Abbreviation,SiO2  ,TiO2,   Al2O3 ,FeO*   ,FeO,Fe2O3,CaO   ,Na2O  ,K2O,MnO   ,MgO   ,NiO   ,Cr2O3 ,V2O3 ,Total  ,XAb,XAn,XOr,XFa,XFo,XTp,XWo,XEn,XFs,XJd,XAe,XQuad,,,,,,,,,,
R14AC91,MW3-R3 ,Plagioclase,Phenocryst Rim,tg2,65.6,n/a,18.5,0.26,n/a,n/a,0.2,7.2,5.6,n/a,n/a,n/a,n/a,n/a,97.4,65,1.0,34,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC91,MW3-R4 ,Plagioclase,Phenocryst Rim,tg2,66.1,n/a,18.9,0.22,n/a,n/a,0.2,7.2,6.5,n/a,n/a,n/a,n/a,n/a,99.1,62,1.0,37,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC91,MW3-R5 ,Plagioclase,Phenocryst Rim,tg2,65.9,n/a,19.0,0.26,n/a,n/a,0.4,7.4,5.6,n/a,n/a,n/a,n/a,n/a,98.6,66,2.1,32,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC91,MW3-C1 ,Plagioclase,Phenocryst Core,tg2,65.9,n/a,18.7,0.23,n/a,n/a,0.2,6.0,8.2,n/a,n/a,n/a,n/a,n/a,99.2,52,0.9,47,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC91,MW3-C2 ,Plagioclase,Phenocryst Core,tg2,65.7,n/a,18.8,0.19,n/a,n/a,0.2,5.6,8.6,n/a,n/a,n/a,n/a,n/a,99.1,49,0.8,50,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC91,MW3-C3 ,Plagioclase,Phenocryst Core,tg2,65.3,n/a,18.8,0.19,n/a,n/a,0.2,5.4,9.0,n/a,n/a,n/a,n/a,n/a,98.9,47,0.8,52,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC91,MW3-C4 ,Plagioclase,Phenocryst Core,tg2,65.9,n/a,18.9,0.22,n/a,n/a,0.3,6.3,7.4,n/a,n/a,n/a,n/a,n/a,99.0,56,1.3,43,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC91,MW3-C5 ,Plagioclase,Phenocryst Core,tg2,65.6,n/a,18.7,0.21,n/a,n/a,0.2,5.7,8.3,n/a,n/a,n/a,n/a,n/a,98.7,50,0.9,49,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC91,MW3-R1 ,Plagioclase,Phenocryst Rim,tg2,67.1,n/a,19.1,0.17,n/a,n/a,0.2,5.6,8.5,n/a,n/a,n/a,n/a,n/a,100.7,50,0.8,50,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC91,MW3-R2 ,Plagioclase,Phenocryst Rim,tg2,67.3,n/a,19.0,0.15,n/a,n/a,0.1,6.1,7.8,n/a,n/a,n/a,n/a,n/a,100.5,54,0.5,46,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC91,MW3-R3 ,Plagioclase,Phenocryst Rim,tg2,66.1,n/a,18.5,0.29,n/a,n/a,0.1,5.9,8.6,n/a,n/a,n/a,n/a,n/a,99.5,51,0.5,49,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC91,MW3-R4 ,Plagioclase,Phenocryst Rim,tg2,66.0,n/a,18.9,0.22,n/a,n/a,0.2,5.9,7.9,n/a,n/a,n/a,n/a,n/a,99.1,53,1.1,46,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC91,MW3-R5 ,Plagioclase,Phenocryst Rim,tg2,65.7,n/a,18.9,0.16,n/a,n/a,0.4,6.1,7.5,n/a,n/a,n/a,n/a,n/a,98.8,54,1.8,44,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC91,MW3-C1 ,Plagioclase,Phenocryst Core,tg2,66.1,n/a,18.7,0.26,n/a,n/a,0.2,5.7,8.4,n/a,n/a,n/a,n/a,n/a,99.4,50,0.8,49,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC91,MW3-C2 ,Plagioclase,Phenocryst Core,tg2,66.3,n/a,18.7,0.18,n/a,n/a,0.2,6.4,7.5,n/a,n/a,n/a,n/a,n/a,99.3,56,0.8,43,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC91,MW3-C3 ,Plagioclase,Phenocryst Core,tg2,66.0,n/a,19.1,0.13,n/a,n/a,0.4,6.3,7.2,n/a,n/a,n/a,n/a,n/a,99.1,56,2.1,42,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC91,MW3-C4 ,Plagioclase,Phenocryst Core,tg2,66.6,n/a,18.9,0.20,n/a,n/a,0.2,5.9,7.9,n/a,n/a,n/a,n/a,n/a,99.7,52,1.0,47,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC91,MW3-C5 ,Plagioclase,Phenocryst Core,tg2,66.9,n/a,18.8,0.21,n/a,n/a,0.2,6.2,8.3,n/a,n/a,n/a,n/a,n/a,100.6,53,0.7,47,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC086,R14AC086-PLG1 ,Plagioclase,Groundmass,tg2,64.7,n/a,19.1,BDL,n/a,n/a,0.2,6.9,5.8,n/a,n/a,n/a,n/a,n/a,96.7,64,1.1,35,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC086,R14AC086-PLG2 ,Plagioclase,Groundmass,tg2,66.5,n/a,19.4,BDL,n/a,n/a,0.4,8.2,4.7,n/a,n/a,n/a,n/a,n/a,99.2,71,1.8,27,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC086,R14AC086-PLG3 ,Plagioclase,Groundmass,tg2,65.2,n/a,19.4,BDL,n/a,n/a,0.6,6.5,6.9,n/a,n/a,n/a,n/a,n/a,98.6,57,2.8,40,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC086,R14AC086-PLG4 ,Plagioclase,Groundmass,tg2,66.0,n/a,19.1,BDL,n/a,n/a,0.2,7.5,6.2,n/a,n/a,n/a,n/a,n/a,99.0,64,0.9,35,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC086,R14AC086-PLG5 ,Plagioclase,Groundmass,tg2,66.7,n/a,19.8,BDL,n/a,n/a,0.5,8.5,4.2,n/a,n/a,n/a,n/a,n/a,99.7,74,2.2,24,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC086,R14AC086-PLG6 ,Plagioclase,Groundmass,tg2,66.0,n/a,19.2,BDL,n/a,n/a,0.3,7.1,6.4,n/a,n/a,n/a,n/a,n/a,99.0,62,1.3,37,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC086,R14AC086-PLG7 ,Plagioclase,Groundmass,tg2,66.2,n/a,19.0,BDL,n/a,n/a,0.2,6.3,7.5,n/a,n/a,n/a,n/a,n/a,99.2,56,0.9,43,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC086,R14AC086-PLG8 ,Plagioclase,Groundmass,tg2,66.3,n/a,19.7,BDL,n/a,n/a,0.6,8.7,3.8,n/a,n/a,n/a,n/a,n/a,99.1,76,2.7,22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC086,R14AC086-PLG9 ,Plagioclase,Groundmass,tg2,66.2,n/a,19.2,BDL,n/a,n/a,0.2,7.2,6.6,n/a,n/a,n/a,n/a,n/a,99.4,62,1.0,37,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC086,R14AC086-PLG10 ,Plagioclase,Groundmass,tg2,66.4,n/a,19.2,BDL,n/a,n/a,0.2,7.8,5.7,n/a,n/a,n/a,n/a,n/a,99.3,67,0.8,32,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC086,R14AC086-PLG12 ,Plagioclase,Groundmass,tg2,66.7,n/a,19.3,BDL,n/a,n/a,0.3,7.4,6.1,n/a,n/a,n/a,n/a,n/a,99.8,64,1.4,35,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC086,R14AC086-PLG13 ,Plagioclase,Groundmass,tg2,67.0,n/a,19.5,BDL,n/a,n/a,0.3,8.0,5.0,n/a,n/a,n/a,n/a,n/a,99.8,70,1.4,29,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC086,R14AC086-PLG14 ,Plagioclase,Groundmass,tg2,65.8,n/a,19.0,BDL,n/a,n/a,0.2,7.1,6.5,n/a,n/a,n/a,n/a,n/a,98.6,62,1.1,37,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC086,R14AC086-PLG15 ,Plagioclase,Groundmass,tg2,66.7,n/a,19.1,BDL,n/a,n/a,0.1,7.0,6.7,n/a,n/a,n/a,n/a,n/a,99.6,61,0.5,38,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC086,R14AC086-PLG16 ,Plagioclase,Groundmass,tg2,66.1,n/a,19.2,BDL,n/a,n/a,0.2,7.5,5.8,n/a,n/a,n/a,n/a,n/a,98.8,66,0.9,33,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC086,R14AC086-PLG17 ,Plagioclase,Groundmass,tg2,65.7,n/a,19.0,BDL,n/a,n/a,0.2,6.6,7.5,n/a,n/a,n/a,n/a,n/a,99.0,57,0.8,42,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC086,R14AC086-PLG18 ,Plagioclase,Groundmass,tg2,66.5,n/a,19.2,BDL,n/a,n/a,0.1,7.0,6.9,n/a,n/a,n/a,n/a,n/a,99.7,60,0.7,39,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC086,R14AC086-PLG19 ,Plagioclase,Groundmass,tg2,65.9,n/a,19.0,BDL,n/a,n/a,0.2,6.9,6.7,n/a,n/a,n/a,n/a,n/a,98.7,61,0.9,39,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC086,R14AC086-PLG20 ,Plagioclase,Groundmass,tg2,65.0,n/a,19.0,BDL,n/a,n/a,0.1,5.6,8.3,n/a,n/a,n/a,n/a,n/a,98.0,50,0.7,49,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC086,R14AC086-PLG21 ,Plagioclase,Groundmass,tg2,65.6,n/a,19.3,BDL,n/a,n/a,0.3,7.2,6.3,n/a,n/a,n/a,n/a,n/a,98.7,63,1.4,36,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC086,R14AC086-PLG23 ,Plagioclase,Groundmass,tg2,66.1,n/a,18.9,BDL,n/a,n/a,0.2,7.2,6.3,n/a,n/a,n/a,n/a,n/a,98.7,63,0.8,36,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC086,R14AC086-PLG24 ,Plagioclase,Groundmass,tg2,66.4,n/a,19.2,BDL,n/a,n/a,0.3,6.6,7.0,n/a,n/a,n/a,n/a,n/a,99.5,58,1.5,40,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC086,R14AC086-PLG25 ,Plagioclase,Groundmass,tg2,66.2,n/a,19.1,BDL,n/a,n/a,0.2,6.6,7.5,n/a,n/a,n/a,n/a,n/a,99.6,57,0.7,43,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC086,R14AC086-PLG26 ,Plagioclase,Groundmass,tg2,66.4,n/a,19.1,BDL,n/a,n/a,0.1,6.7,7.3,n/a,n/a,n/a,n/a,n/a,99.6,58,0.5,42,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC086,R14AC086-PLG27 ,Plagioclase,Groundmass,tg2,66.3,n/a,19.0,BDL,n/a,n/a,0.2,6.9,7.2,n/a,n/a,n/a,n/a,n/a,99.6,59,0.8,40,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC086,R14AC086-PLG28 ,Plagioclase,Groundmass,tg2,66.7,n/a,19.4,BDL,n/a,n/a,0.3,8.6,4.3,n/a,n/a,n/a,n/a,n/a,99.3,74,1.5,25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC086,R14AC086-PLG29 ,Plagioclase,Groundmass,tg2,65.7,n/a,19.6,BDL,n/a,n/a,0.5,7.3,5.8,n/a,n/a,n/a,n/a,n/a,98.9,64,2.5,33,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC086,R14AC086-PLG30 ,Plagioclase,Groundmass,tg2,66.3,n/a,19.2,BDL,n/a,n/a,0.2,7.2,6.6,n/a,n/a,n/a,n/a,n/a,99.5,62,0.7,37,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD238,R16DD238-PH-PLAG1,Plagioclase,Phenocryst,tg3,67.4,n/a,19.0,0.20,n/a,n/a,0.1,8.9,3.7,n/a,n/a,n/a,n/a,n/a,99.3,78,0.5,21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD238,R16DD238-PH-PLAG2,Plagioclase,Phenocryst,tg3,68.1,n/a,18.9,0.37,n/a,n/a,0.2,9.8,2.4,n/a,n/a,n/a,n/a,n/a,99.8,85,0.8,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD238,R16DD238-PH-PLAG3,Plagioclase,Phenocryst,tg3,67.0,n/a,18.6,0.32,n/a,n/a,BDL,5.8,8.4,n/a,n/a,n/a,n/a,n/a,100.1,51,0.0,49,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD238,R16DD238-PH-PLAG4,Plagioclase,Phenocryst,tg3,67.5,n/a,18.7,0.31,n/a,n/a,0.1,8.8,4.0,n/a,n/a,n/a,n/a,n/a,99.4,77,0.6,23,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD238,R16DD238-PH-PLAG5,Plagioclase,Phenocryst,tg3,67.4,n/a,18.6,0.29,n/a,n/a,0.2,8.1,4.8,n/a,n/a,n/a,n/a,n/a,99.4,72,0.7,28,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD238,R16DD238-PH-PLAG6,Plagioclase,Phenocryst,tg3,67.3,n/a,18.4,0.37,n/a,n/a,0.1,7.3,5.8,n/a,n/a,n/a,n/a,n/a,99.3,65,0.7,34,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD238,R16DD238-PH-PLAG7,Plagioclase,Phenocryst,tg3,67.9,n/a,18.4,0.24,n/a,n/a,0.1,8.2,5.0,n/a,n/a,n/a,n/a,n/a,99.8,71,0.4,29,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD238,R16DD238-PH-PLAG8,Plagioclase,Phenocryst,tg3,67.3,n/a,18.7,0.20,n/a,n/a,0.1,7.8,5.3,n/a,n/a,n/a,n/a,n/a,99.4,69,0.6,31,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD238,R16DD238-PH-PLAG9,Plagioclase,Phenocryst,tg3,68.3,n/a,19.0,0.20,n/a,n/a,0.1,8.9,3.9,n/a,n/a,n/a,n/a,n/a,100.4,77,0.6,22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD238,R16DD238-PH-PLAG10,Plagioclase,Phenocryst,tg3,68.1,n/a,19.2,0.26,n/a,n/a,0.2,8.8,3.9,n/a,n/a,n/a,n/a,n/a,100.5,77,0.9,22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD238,R16DD238-PH-PLAG11,Plagioclase,Phenocryst,tg3,68.1,n/a,19.0,0.16,n/a,n/a,0.1,8.2,4.6,n/a,n/a,n/a,n/a,n/a,100.2,73,0.5,27,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD238,R16DD238-PH-PLAG12,Plagioclase,Phenocryst,tg3,67.4,n/a,18.8,0.20,n/a,n/a,BDL,7.4,6.1,n/a,n/a,n/a,n/a,n/a,99.9,65,0.0,35,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD238,R16DD238-PH-PLAG13,Plagioclase,Phenocryst,tg3,67.4,n/a,18.8,0.16,n/a,n/a,0.1,8.4,4.8,n/a,n/a,n/a,n/a,n/a,99.7,73,0.4,27,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD238,R16DD238-PH-PLAG14C-R-LINE1,Plagioclase,Phenocryst Core to Rim Line 1,tg3,67.6,n/a,18.8,0.29,n/a,n/a,0.2,8.5,3.8,n/a,n/a,n/a,n/a,n/a,99.2,76,1.1,23,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD238,R16DD238-PH-PLAG14C-R-LINE2,Plagioclase,Phenocryst Core to Rim Line 2,tg3,67.6,n/a,18.4,0.17,n/a,n/a,0.1,8.0,4.7,n/a,n/a,n/a,n/a,n/a,99.0,72,0.6,27,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD238,R16DD238-PH-PLAG14C-R-LINE3,Plagioclase,Phenocryst Core to Rim Line 3,tg3,66.2,n/a,18.3,0.26,n/a,n/a,0.1,6.2,7.2,n/a,n/a,n/a,n/a,n/a,98.3,56,0.3,43,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD238,R16DD238-PH-PLAG14C-R-LINE4,Plagioclase,Phenocryst Core to Rim Line 4,tg3,67.1,n/a,18.4,0.23,n/a,n/a,0.1,7.1,5.9,n/a,n/a,n/a,n/a,n/a,98.8,65,0.3,35,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD238,R16DD238-PH-PLAG14C-R-LINE5,Plagioclase,Phenocryst Core to Rim Line 5,tg3,67.8,n/a,18.3,0.37,n/a,n/a,BDL,7.6,5.6,n/a,n/a,n/a,n/a,n/a,99.7,67,0.0,33,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD238,R16DD238-PH-PLAG15C-R-LINE1,Plagioclase,Phenocryst Core to Rim Line 1,tg3,66.8,n/a,18.8,0.21,n/a,n/a,0.1,7.5,5.3,n/a,n/a,n/a,n/a,n/a,98.7,68,0.6,32,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD238,R16DD238-PH-PLAG15C-R-LINE2,Plagioclase,Phenocryst Core to Rim Line 2,tg3,66.6,n/a,18.4,0.15,n/a,n/a,0.1,8.6,4.2,n/a,n/a,n/a,n/a,n/a,98.1,76,0.3,24,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD238,R16DD238-PH-PLAG15C-R-LINE3,Plagioclase,Phenocryst Core to Rim Line 3,tg3,67.4,n/a,18.7,0.12,n/a,n/a,0.2,8.1,4.6,n/a,n/a,n/a,n/a,n/a,99.1,72,0.8,27,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD238,R16DD238-PH-PLAG15C-R-LINE4,Plagioclase,Phenocryst Core to Rim Line 4,tg3,67.0,n/a,18.6,0.18,n/a,n/a,0.2,8.3,3.9,n/a,n/a,n/a,n/a,n/a,98.2,76,0.9,23,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD238,R16DD238-PH-PLAG15C-R-LINE5,Plagioclase,Phenocryst Core to Rim Line 5,tg3,67.3,n/a,18.9,0.26,n/a,n/a,0.1,7.5,5.1,n/a,n/a,n/a,n/a,n/a,99.2,68,0.7,31,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD238,R16DD238-PH-PLAG15C-R-LINE6,Plagioclase,Phenocryst Core to Rim Line 6,tg3,67.0,n/a,18.8,0.31,n/a,n/a,0.1,8.5,4.3,n/a,n/a,n/a,n/a,n/a,99.0,75,0.3,25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD238,R16DD238-PH-PLAG15C-R-LINE7,Plagioclase,Phenocryst Core to Rim Line 7,tg3,66.7,n/a,18.4,0.41,n/a,n/a,BDL,6.2,7.4,n/a,n/a,n/a,n/a,n/a,99.1,56,0.0,44,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14DC044,R14DC044-GM-OLIV-1R,Olivine,Groundmass 1 Rim,bnu,35.8,n/a,n/a,34.7,n/a,n/a,0.4,n/a,n/a,0.7,28.9,BDL,n/a,n/a,100.5,n/a,n/a,n/a,40,59,0.8,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14DC044,R14DC044-GM-OLIV1C,Olivine,Groundmass 1 Core,bnu,37.7,n/a,n/a,23.9,n/a,n/a,0.2,n/a,n/a,0.3,37.3,0.1,n/a,n/a,99.5,n/a,n/a,n/a,26,73,0.4,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14DC044,R14DC044-GM-OLIV-2R,Olivine,Groundmass 2 Rim,bnu,36.6,n/a,n/a,30.2,n/a,n/a,0.4,n/a,n/a,0.5,32.4,0.1,n/a,n/a,100.2,n/a,n/a,n/a,34,65,0.6,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14DC044,R14DC044-GM-OLIV-2C,Olivine,Groundmass 2 Core,bnu,37.2,n/a,n/a,27.7,n/a,n/a,0.3,n/a,n/a,0.4,35.1,0.1,n/a,n/a,100.8,n/a,n/a,n/a,31,69,0.5,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14DC044,R14DC044-GM-OLIV3R,Olivine,Groundmass 3 Rim,bnu,35.6,n/a,n/a,34.7,n/a,n/a,0.5,n/a,n/a,0.7,28.8,0.1,n/a,n/a,100.4,n/a,n/a,n/a,40,59,0.8,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14DC044,R14DC044-GM-OLIV4C,Olivine,Groundmass 4 Core,bnu,36.7,n/a,n/a,28.4,n/a,n/a,0.3,n/a,n/a,0.5,33.7,0.1,n/a,n/a,99.7,n/a,n/a,n/a,32,68,0.5,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14DC044,R14DC044-GM-OLIV5R,Olivine,Groundmass 5 Rim,bnu,36.6,n/a,n/a,29.7,n/a,n/a,0.3,n/a,n/a,0.5,32.5,BDL,n/a,n/a,99.6,n/a,n/a,n/a,34,66,0.5,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14DC044,R14DC044-GM-OLIV5C,Olivine,Groundmass 5 Core,bnu,37.4,n/a,n/a,27.3,n/a,n/a,0.3,n/a,n/a,0.4,35.5,0.1,n/a,n/a,101.0,n/a,n/a,n/a,30,70,0.5,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14DC044,R14DC044-GM-OLIV6R,Olivine,Groundmass 6 Rim,bnu,36.1,n/a,n/a,31.6,n/a,n/a,0.4,n/a,n/a,0.6,30.6,0.1,n/a,n/a,99.4,n/a,n/a,n/a,36,63,0.7,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14DC044,R14DC044-GM-OLIV6C,Olivine,Groundmass 6 Core,bnu,37.2,n/a,n/a,27.0,n/a,n/a,0.3,n/a,n/a,0.4,34.4,0.1,n/a,n/a,99.4,n/a,n/a,n/a,30,69,0.5,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14DC044,R14DC044-GM-OLIV7R,Olivine,Groundmass 7 Rim,bnu,36.1,n/a,n/a,32.3,n/a,n/a,0.4,n/a,n/a,0.6,30.5,BDL,n/a,n/a,99.9,n/a,n/a,n/a,37,62,0.7,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14DC044,R14DC044-GM-OLIV7C,Olivine,Groundmass 7 Core,bnu,36.4,n/a,n/a,30.4,n/a,n/a,0.3,n/a,n/a,0.5,31.5,BDL,n/a,n/a,99.1,n/a,n/a,n/a,35,64,0.6,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD192,R16DD192-GM-OLIV1,Olivine,Groundmass,bun,36.7,n/a,n/a,27.3,n/a,n/a,0.3,n/a,n/a,0.5,34.3,BDL,n/a,n/a,99.1,n/a,n/a,n/a,31,69,0.6,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD192,R16DD192-GM-OLIV2,Olivine,Groundmass,bun,37.3,n/a,n/a,25.9,n/a,n/a,0.3,n/a,n/a,0.4,35.2,0.1,n/a,n/a,99.2,n/a,n/a,n/a,29,70,0.5,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD192,R16DD192-GM-OLIV3,Olivine,Groundmass,bun,36.8,n/a,n/a,26.7,n/a,n/a,0.3,n/a,n/a,0.5,35.0,0.1,n/a,n/a,99.4,n/a,n/a,n/a,30,70,0.6,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD192,R16DD192-GM-OLIV4,Olivine,Groundmass,bun,37.2,n/a,n/a,26.3,n/a,n/a,0.3,n/a,n/a,0.4,35.0,BDL,n/a,n/a,99.2,n/a,n/a,n/a,29,70,0.5,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD192,R16DD192-GM-OLIV5,Olivine,Groundmass,bun,37.3,n/a,n/a,28.3,n/a,n/a,0.3,n/a,n/a,0.5,34.1,BDL,n/a,n/a,100.5,n/a,n/a,n/a,32,68,0.5,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16DD192,R16DD192-GM-OLIV6,Olivine,Groundmass,bun,37.0,n/a,n/a,28.4,n/a,n/a,0.3,n/a,n/a,0.5,34.3,0.1,n/a,n/a,100.6,n/a,n/a,n/a,32,68,0.5,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
